"Colahan, Nancy",
"Collins, Nancy",
"Conrad, Phill",
"Conroy-Beam, Daniel",
"Cook, Elizabeth",
"Cooley, Tim",
"Cooper, Daryl",
"Corona, Keith",
"Cosmides, Leda",
"Cotich, Craig",
"Covo, Manuel",
"Craig, Katy",
"Craig, Nathaniel",
"Crickette, Maria",
"D'Anca, Christene",
"D'Antonio, Carla",
"Dai, Xianzhe",
"Daly, Samantha",
"Damluji, Mona",
"Daniel, Reginald",
"Dasgupta, Debanuj",
"Davison, Raziel",
"De Carvalho, Leila",
"De Chaisemartin, Clement",
"Dean, Christopher",
"Delombard, Jeannine",
"Deschenes, Olivier",
"Deshmukh, Ranjit",
"Detering, Nils",
"Devries, Timothy",
"Dewar, Tim",
"Dey, Siddharth",
"Diaz Sanchez, Micaela",
"Digeser, Elizabeth",
"Digeser, Paige",
"Ding, Qinghua",
"Ding, Yufei",
"Dodge, Somayeh",
"Dogic, Zvonimir",
"Doherty, Michael",
"Donelan, James",
"Donnelly, Brian",
"Douglass, Jeremy",
"Doyle, Adele",
"Dressaire, Emilie",
"Driskel, Dana",
"Duffy, A",
"Dunbar, Norah",
"Duncan, Ian",
"Dunn, Francis",
"Duoer, Daigengna",
"Duque, Jason",
"Dutsch, Dorota",
"Eardley, Douglas",
"Ebenstein, Alan",
"Ebrahim, Ebrahim",
"Eckstein, Miguel",
"Edgar, Adrienne",
"Eilon, Zachary",
"Ek, Auli",
"El Abbadi, Amr",
"Elison, William",
"Elizondo, Sonny",
"Engel, Emily",
"Erickson, Brice",
"Ernst, Brian",
"Esponda, Ignacio",
"Evans, Marshall",
"Evelyn, Christopher",
"Even, Thomas",
"Falasca, Simonetta",
"Falvey, Kevin",
"Fancher, Patricia",
"Feinstein, Stuart",
"Felando, Cynthia",
"Feldman, Leslie J.",
"Feldman, Raisa",
"Feldwinn, Darby",
"Felix, Erika",
"Feng, Yu",
"Fernandez, Patricio",
"Figueredo, Omar",
"Finkelstein, Ruth",
"Fitch, Rob",
"Flanagin, Andrew",
"Foltz, Kathy",
"Fontaine, Sam",
"Foran, John",
"Ford, Katerina",
"Ford, Peter",
"Frank, Daniel",
"Franks, Alexander",
"Fredrickson, Glenn",
"Freeman, Laurie",
"Freund, Ernest",
"Fridlund, Alan",
"Froehlich, Halley",
"Fruhstuck, Sabine",
"Fulkerson, Scott",
"Fygenson, Deborah",
"Gable, Shelly",
"Gabriel, Viktoria",
"Gabriele, Guy",
"Gainer, Morgan",
"Gallucci, Ralph",
"Gans, Phil",
"Garcia, Mario",
"Garcia-Martinez, Marc",
"Garfield, Peter",
"Garr, W.Randall",
"Garratt, Rod",
"Gaulin, Steven",
"Geller, Robert",
"Genova, Gina",
"Ghosh, Bishnupriya",
"Gibbs, Jennifer",
"Gibou, Frederic",
"Gidding, Aaron",
"Giddings, Steve",
"Giesbrecht, Barry",
"Gilbert, John",
"Gilmore, Timothy",
"Goard, Michael",
"Goddard, Tug",
"Gonzales, Amy",
"Gonzalez, Nino",
"Goodearl, Ken",
"Goodwin, Jon",
"Gopalan, Giri",
"Gordon, Michael",
"Goulias, Kostas",
"Graves, Gregory",
"Griffin, Andrew",
"Griffith, Brian",
"Grippo, Jim",
"Gross, Steven",
"Grover, Susan",
"Grue, Michelle",
"Gu, Mengyang Micheal",
"Guan, Daoxiong",
"Gupta, Arpit",
"Gupta, Trinabh",
"Guruswamy, Sathya",
"Gurven, Michael",
"Gutiérrez-Magallanes, Dr. Coco",
"Guyton Acosta, Kiley",
"Haber, Baron",
"Hai, Yang",
"Hajda, John",
"Halmrast, Daniel",
"Hamilton, Kristy",
"Hammer, Leslie",
"Han, Song-I",
"Hansen, Gary",
"Hanser, Matthew",
"Hanson, Jeffrey",
"Hardekopf, Ben",
"Harmon, C J",
"Harris, Deborah",
"Hartman, John",
"Harutyunyan, Davit",
"Hashimoto, Kumi",
"Haughton, Chantel",
"Hayes, Chris",
"Haynes, Reagan",
"Hayton, Trevor",
"He, Jingyi",
"Hecht, Richard",
"Hegarty, Mary",
"Helgeson, Matthew",
"Hellier-Tinoco, Ruth",
"Henderson, Jarett",
"Hillis, Greg",
"Hiltner, Kenneth (Ken)",
"Hirsch, Sarah",
"Hobbs-Morgan, Chase",
"Hodges, Scott",
"Hoelle, Jeffrey",
"Hofmann, Gretchen",
"Hofmann, Michael",
"Holbrook, Sally",
"Holden, Thomas",
"Holdrege, Barbara",
"Hollerer, Tobias",
"Holmes, Dawn",
"Holt, Jennifer",
"Holton, Jared",
"Hom, Stephanie Malia",
"Horowitz, Gary",
"Hou, Lynn",
"Hu, Ruimeng",
"Huang, Yunte",
"Huisgen-Zimmerman, Birge",
"Huk, Peter",
"Huston, Valerie",
"Ichiba, Tomoyuki",
"Iglesias-Rodriguez, Debora",
"Ihm, Elliott",
"Jackson, Matt",
"Jackson, Wendy",
"Jacob, Walter",
"Jacobs, Emily",
"Jacobs, Ricado",
"Jacobson, Lisa",
"Jacques, Geoffrey",
"Jaeger, Luc",
"James, Anna",
"Jammalamadaka, Sreenivasa",
"Janowicz, Krzysztof",
"Janusonis, Skirmantas",
"Jarrett, Greg",
"Jayich, Andrew",
"Jayich, Ania",
"Jenkins, Chris",
"Jevbratt, Lisa",
"Ji, Chen",
"Jin, Chenhao",
"Johnson, Greg",
"Johnson, Jennifer",
"Jones, Charles",
"Joseph, Crisjoe",
"Joshi, Pradeep",
"Jue, Melody",
"Jurkowski, Nicolas",
"Kahn, Kalju",
"Kalman, Laura",
"Kam, Jennifer",
"Kaplan, Cynthia",
"Katsika, Argyro",
"Katz, Derek",
"Kauffman, Mitchell",
"Kearney, J J",
"Keiflin, Ron",
"Keller, Arturo",
"Keller, Edward",
"Kennedy, Robert (Bob)",
"Kennett, Douglas",
"Keum, Tae-Yeoun",
"Kharitonova, Yekaterina Kate",
"Kim, Bongjin",
"Kim, Heejung",
"Kim, Hyun-Jung",
"Kim, Sung Soo",
"Kim, Young Ji",
"King, Jennifer",
"King, Rachael",
"King, William Davies",
"Kippin, Tod",
"Kislenko, Natasha",
"Klein, Stanley",
"Kloke, John",
"Kokinis, Troy Araiza",
"Korman, Daniel",
"Kornberg, Dana",
"Kosik, Kenneth",
"Koutroulakis, Georgios",
"Kozerawski, Jedrzej",
"Krintz, Chandra",
"Kristiansen, Kai",
"Kruegel, Chris",
"Krut, Robert",
"Kruvand, Marjorie",
"Kuhn, Peter",
"Kumar, Sanjay",
"Kundu, Manny",
"Kurin, Danielle",
"Kuris, Armand",
"Kyratzis, Amy",
"Labatut, Marion",
"Labutin, Denis",
"Lamartine, Nicole",
"Lane, Dan",
"Lansing, Carol",
"Larue, Renan",
"Lashmet, Amy",
"Latto, John",
"Laurent-Perrault, Evelyne",
"Laverman, Leroy",
"Lawson, David",
"Lea, David",
"LeBrun, Alex",
"Lee, Jin Sook",
"Lee, John",
"Lee, Wona",
"Levy, Benjamin",
"Lewallen, Ann-Elise",
"Lewis, Robert",
"Li, Peng",
"Li, Xiaorong",
"LI, ZHIJIAN",
"Liberman, Zoe",
"Lien, Pei-Te",
"Lim, Geunho",
"Lin, Quyuan",
"Lindheim, Sara",
"Lipman, Everett",
"Lipshutz, Bruce",
"Lisiecki, Lorraine",
"Liu, Alan",
"Liu, Zheng",
"Lmaifi, Mariam",
"Loaiciga, Hugo",
"Lohwasser, Karin",
"Lokshtanov, Daniel",
"Long, Darren",
"Lopez-Carr, David",
"Louis, Matthieu",
"Lovett, Dustin",
"Low, David",
"Low, Seng",
"Lowell, Julia",
"Lubin, Philip",
"Ludkovski, Michael",
"Ludwig, Andreas",
"Luna, Zakiya",
"Lundberg, Shelly",
"Lunsford, Karen",
"Luo, Xiao",
"Luzzatto-Fegiz, Paolo",
"Lytle, Tiffany",
"Ma, Dzwokai",
"Macdonald, Francis",
"Macias, Esmeralda",
"MacKie, Diane",
"MacLean, Rose",
"Mahdavi, Paasha",
"Majewski, John",
"Major, Brenda",
"Malvinni, David",
"Manin, Fedya",
"Manjunath, B. S.",
"Marcus, Scott",
"Marcuse, Harold",
"Marden, Jason",
"Marina, Mavel",
"Marks, Trevor",
"Marolf, Donald",
"Marques-Pascual, Laura",
"Marshall, Kathy",
"Martin, Crystal",
"Maslan, Mark",
"Massie, Eric",
"Masterson, Daniel",
"Mastro, Dana",
"Matni, Ziad",
"Mayer, Richard",
"Mazanec, Thomas",
"Mazin, Benjamin",
"McAuley, Christopher",
"McCants, Kristen",
"McCarthy, Christina",
"McClain, Katia",
"McClure, Sarah",
"McDonald, Kate",
"McFadden, Joe",
"McFarland, Eric",
"McHugh, Patrick",
"McKirahan, Richard",
"McLellan, Larry",
"McMahon, Christina",
"McMeeking, Robert",
"McMurtrey, Megan",
"McNamara, James",
"Meadow, Mark",
"Meiburg, Eckart",
"Meiring, Wendy",
"Melnick, Ross",
"Menard, Gabriel",
"Mendes Braga, Marta",
"Merolla, Andy",
"Metiu, Horia",
"Metzger, Miriam",
"Miele, Ilene",
"Miescher, Stephan",
"Mildenberger, Matto",
"Miller, Karly",
"Millner, Antony",
"Minor, Ryan",
"Miolane, Nina",
"Mirza, Diba",
"Mitchell, Greg",
"Mizrahi, Janet",
"Moeller, Holly",
"Moerschel, Jonathan",
"Mokriski, David",
"Monahan, Laurie",
"Montell, Craig",
"Montell, Denise",
"Montello, Dan",
"Moody, Galan",
"Moore, Katie",
"Moore, KM",
"Moosbrugger, Lorelei",
"Morales, Helen",
"Morris, Nomi",
"Morrison, Dave",
"Morrissey, Meghan",
"Morse, Julia",
"Morstein-Marx, Robert",
"Morton, Carlos",
"Moseley, Delila",
"Moulton, Susan",
"Mouti, Saad",
"Mukherjee, Arnab",
"Mullath, Zuhair",
"Mullen, Jillian",
"Mullin, Charles",
"Mullin, Dolly",
"Murnane, Evan",
"Murray, Alan",
"Murti-Hali, Dipali",
"Muruamendiaraz, Maitane",
"Myers, Karen",
"Nabi, Robin",
"Nagy, Akos",
"Nakamura, Jessica",
"Nall, Clayton",
"Narang, Neil",
"Nathan, Jon",
"Nelson, Harry",
"Nesci, Catherine",
"Newfield, Chris",
"Nguyen, Alice",
"Nguyen, Thuc-Quyen",
"Nicolaescu, Andrea",
"Nidzieko, Nick",
"Noi, Evgeny",
"Norris, Andrew",
"Nourizadeh, Shane",
"Novak, David",
"O'Connor, Alice",
"O'Malley, Michelle",
"Oakley, Todd",
"Ograin, Christopher",
"Oh, Sang-Yun",
"Olguin, Ben",
"Oono, Ryoko",
"Oprea, Ryan",
"Ortiz, Arlene",
"Osqueezadeh, Bahram",
"Oxelson, Eva",
"Pacheco, Raquel",
"Pajak, Anna",
"Pan, Jiayin",
"Pandya, Sameer",
"Park, Jea-Hyun",
"Park, Sowon",
"Parker, Emma",
"Parks, Lisa",
"Patterson, David",
"Patterson, Kathy",
"Paul, David",
"Pedersen, Hal",
"Penley, Constance",
"Pennathur, Sumita",
"Perez, Elizabeth",
"Perrone, Giuliana",
"Peters, Gareth",
"Petro, Patrice",
"Pettus, Thomas",
"Pierce, Kana",
"Plane, Ann",
"Plaxco, Kevin",
"Ponce, Gustavo",
"Poole, Stephen",
"Popescu, Paula",
"Porter, Matt",
"Porter, Susannah",
"Powers, Rebecca",
"Press, Carol",
"Price, Scott",
"Prieto, Eric",
"Propen, Amy",
"Proulx, Stephen",
"Putinar, Mihai",
"Qin, Cheng-Zhong",
"Quirk, Matthew",
"Radford, Anthony",
"Raley, Rita",
"Rambelli, Fabio",
"Rana, Swati",
"Rappaport, Erika",
"Ratner, Kyle",
"Ravat, Uma",
"Raven, Morgan",
"Raymond, Elena",
"Raymond, Geoffrey",
"Read de Alaniz, Javier",
"Reese, Ben",
"Reeve, Daniel",
"Reich, Norbert",
"Reid, Scott",
"Reynolds, Dwight",
"Rice, Ronald",
"Richardson, Chris",
"Richardson, Matt",
"Richman, Jeff",
"Mireles-Rios, Rebeca",
"Rios, Victor",
"Rioux, Matt",
"Roberts, Dar",
"Roberts, Luke",
"Robertson, John",
"Robertson, Teresa",
"Robinson, William",
"Rodriguez, Celia",
"Roney, James",
"Rose, Kenneth",
"Ross, Elissa",
"Rothfarb, Lee",
"Rothman, Joel",
"Royer, Heather",
"Ruiz, Trevor",
"Rupert, Peter",
"Rutherford, Kevin",
"Sabra, Adam",
"Safinya, Cyrus",
"Saldivar, Tanaka",
"Saleem, Muniba",
"Salem, Loai",
"Rammy, Salem",
"Salmon, Nathan",
"Salton Cox, Glyn",
"Samolsky, Russell",
"Samuels, Robert",
"Sanchez, Micaela Diaz",
"Santoro, Alyson",
"Sarkar, Bhaskar",
"Saur, Elizabeth",
"Schley, Nathan",
"Schmitt, Russell",
"Schneider, Nick",
"Schoinoplokaki, Emmanuela",
"Schooler, Jonathan",
"Schow, Clint",
"Schranck, John",
"Schuller, Jon",
"Shell, Scott",
"Scott, Vickie",
"Scudder, Samantha",
"Segal, Noah",
"Segalman, Rachel",
"Segura, Denise",
"Seikaly, Sherene",
"Sen, Pradeep",
"Sepunaru, Lior",
"Shakerian, Shaya",
"Shea, Joan",
"Sheffield, Chuck",
"Sakr, Laila",
"Sherman, David",
"Sherwin, Mark",
"Sherwood, Timothy",
"Shewry, Teresa",
"Shilo, Amit",
"Shishim, Mark",
"Shkolnik, Alexander",
"Sideris, Tom",
"Siegel, Greg",
"Simpson, Julie",
"Singh, Ambuj",
"Singh, Satyajit",
"Sisco, Zach",
"Sloan, Tina",
"Smith, Eric",
"Smith, Ikuko",
"Smith, Kenneth",
"Smith, Steve",
"Smith, Stuart",
"Smith, William",
"Solis, Sharon",
"Sonnino, Paul",
"Sorapure, Madeline",
"Soriano, Kimberly",
"Spickard, Paul",
"Sprague, Thomas Tommy",
"Sprigge, Martha",
"Squires, Todd",
"Sra, Misha",
"Stansell, Amanda",
"Startz, Richard",
"Steavu-Balint, Dominic",
"Steigerwald, Doug",
"Stein, Daniel",
"Steinkellner, Cheri",
"Stevenson, Vitas",
"Stewart, Jeffrey",
"Stohl, Cynthia",
"Stohl, Michael",
"Stohler, Jason",
"Stokes, Leah",
"Stoll, Heather",
"Stopple, Jeffrey",
"Strathman, Brent",
"Streichan, Sebastian",
"Strobel, Marcel",
"Strukov, Dmitri",
"Stuart, Charles",
"Stuart, David",
"Su, Jianwen",
"Sugawara, Hiroko",
"Sun, Hala",
"Sun, Yidan",
"Sureau, Eloise",
"Suri, Subhash",
"Susko, Tyler",
"Svadlenak, Nathan",
"Sweeney, Stuart",
"Swenson, Julie",
"Sylvester, Bryanna",
"Szumlinski, Karen",
"Takatori, Sho",
"Tang, Sui",
"Tanimoto, Toshiro",
"Tarikere, Ashwin",
"Taylor, Catherine",
"Tazhitdinova, Alisa",
"Tcharos, Stefanie",
"Telles, Edward",
"Tholl, Andrew",
"Thomas, Christian",
"Thomas, Christine",
"Thomas, Cathy",
"Thomasson, Kelly",
"Thompson, William",
"Tian, Wenchuan",
"Tiffney, Bruce",
"Tinsley, Omise'eke",
"Tober, Tara",
"Tooby, John",
"Trugman, Anna",
"Truscelli, Nikki",
"Tsai, Danny",
"Tsai, Geoffrey",
"Tsouna, Voula",
"Turner, Thomas L.",
"Turowetz, Jason",
"Twine, France Winddance",
"Tybjerg, Daniel",
"Tyburczy, Jennifer",
"Tyler, Claudia",
"Valentine, Dave",
"Valentine, Megan",
"Van Koppen, Petra",
"Vanderwarker, Amber",
"Vazquez-Bare, Gonzalo",
"Venegas, Christina",
"Vernon, Ty",
"Vigna, Giovanni",
"Vigoda, Eric",
"Villanueva-Nieves, Natalia",
"Vlcek, Vojtech",
"Vyas, Maharshi",
"Waid, Candace",
"Wainwright, Brian",
"Walker, David",
"Walker, Janet",
"Wallace, Vesna",
"Walsh, Casey",
"Walther, Joe",
"Wang, Mian",
"Wang, Richert",
"Wang, Yuan-Fang",
"Wang, William",
"Wang, Yu-Xiang",
"Ware, Rudolph",
"Warwick, Nicole",
"Waterbury, Adam",
"Wattles, Miriam",
"Webb, Marie",
"Webber, Martha",
"Weber, Elisabeth",
"Weber, Rene",
"Wei, Gufong",
"Weimbs, Thomas",
"Weld, David",
"Weld, Sara Pankenier",
"Weldeab, Syee",
"Welty, Lily Anne Yumi",
"Westmacott, Briana",
"White, Jeremy",
"Whitehead, Kevin",
"Whitestone, Stephenson",
"Whittet, Ellen",
"Wicke, Jennifer",
"Wilkenfeld, Nan",
"Williams, Alison",
"Wilson, Brent",
"Wilson, Greg",
"Muse, Wilson",
"Wilton, Mike",
"Winant, Howard",
"Winder, Terrell",
"Wittman, Richard",
"Wohl, Hannah",
"Wolfe, Charles",
"Wolfson, Elliot",
"Wolski, Rich",
"Woods, Vanessa",
"Wooten, Terrance",
"Wuebben, Daniel",
"Wyss, Andre",
"XU, Cenke",
"Yamamoto, Naoki",
"Yamboliev, Kali",
"Yan, Lingqi",
"Yan, Xifeng",
"Yang, Henry",
"Yang, Tao",
"Yang, XU",
"Yaqub, Salim",
"Yasuda, Kim",
"Ye, Rick",
"Yeung, Enoch",
"Hwang, Yoon",
"Young, Andrea",
"Young, Hillary",
"Young, Kay",
"Yu, Guo",
"Yu, Hongbo",
"Yuksel, Sevgi",
"Zackrison, Eric",
"Zakarian, Armen",
"Zanger, Daniel",
"Zarate, Adanari",
"Zee, Anthony",
"Zhang, Liming",
"Zhang, Yitang",
"Zhang, Zheng",
"Zhao, Xiaolei",
"Zheng, Xiaowei",
"Zhou, Hanming",
"Zhu, Zimu",
"Zimman, Lal",
"Zimmerman, Aaron",
"Zipperstein, Steven",
"Ziserman, Pauline",
"Zulueta, Benjamin",
"Zylstra, Stephen",
